Rating,Review Title,Review Text
1,I was a loyal customer of AEO.,"I was a loyal customer of AEO.I was surprised when I bought something, had to pay more than £60 in customs fees, and I have also to pay for the shipping to return the items that I don't fit me.Apparently, AEO closed all the stores in the UK and now this is the way they operate. What a shame! I love the brand, but I cannot recommend it anymore."
1,Bought new pair of Airflex jeans for my…,Bought new pair of Airflex jeans for my boyfriend only wore them about 4 times and already torn in crotch area. I am very disappointed with these. I have bought other pairs and the same thing but atleast those lasted longer than these Airflex jeans. I asked if i could have a pair to replace them. The online customer service person said only a discount towards new pair. How many times will i have to retrun a torn pair and keep receiving a discount and not replaced. These jeans not worth the money you pay for the quality of these jeans. This needs to be fixed. The last time i was at the store buying this pair mentioned the quality and them tearing the cashier said yes we have jeans brought in all the time torn in that area. Unsatisfied customer!!
1,No return label: returns discouraged,"I contacted customer service via chat; the rep asked how she could help and then disappeared for 20 minutes. She said she had sent a return label but it never arrived, not to my inbox nor to spam or elsewhere. She disconnected my chat without resolving the issue. I called customer service and the rep was very nice but the return labels that were said to be sent never came. I checked everywhere. I think it's AE's way of not paying for return shipping as promised, or to get people to go into the store to potentially buy more when they return. They got right on the task of taking my credit card for an exchange, but could not or would not do what was needed for me to submit a return and get my money back. Why not include a simple return form with the items when they are shipped? Why not include a preprinted label, like other companies do? Answer: they want to discourage returns, they don't want to pay for them as promised, and they want customers to have to go into the store to get their money back. It's that simple."
1,Horrible customer service,Horrible customer service within the stores. Customer service is a joke. Managers refuse to accept coupons and price match to online. Funny that some stores will price match and some will not
1,HORRIBLE CUSTOMER SERVICE VIA PHONE AND…,HORRIBLE CUSTOMER SERVICE VIA PHONE AND IN-STORE! MGMT MORE IMMATURE THEN OTHER EMPLOYEES STATED WAS NOT FIXING ISSUE HIS STORE WAS REASON FOR MESS UP! WILL NOT BE SHOPPING/ORDERING PRODUCTS DUE TO EXPERIENCE!!
4,Looks like pretty good deal but who…,Looks like pretty good deal but who really knows this much about this people today ? Care to share some resutls with me of their usage ? Or I am missing the whole big picture for whatever reason out there ? What do you really say. How it really will be done ?
1,Their service is unacceptableamerican Eagle sucks!,"Their service is unacceptable. Ordered in store on Black Friday something that they did. It have the right size available in store room the ordered room the money from my account and two weeks later I get an email the shipment was cancelled due to out of stock!!! Are u kidding me I purchased another shirt online and paid for that but the original shirt was not just a hold which every employee I spoke to advised me it was in fact a charge and I cannot get them to give me my money back on an order that was never fulfilled!! This is unbelievable I had to finally do a disputed with the bank and that seems it’s the only way I can maybe get my money back so I essentially paid 29.97 for nothing, they did not have the item after weeks to ship and they kept my money,I was never advised about this order at Christiana de store that they order may not be able to be fulfilled!! This customer service is horrendous and the service and customer relations is horrific. This is fraud false advertising and selling and ripping people off!! Do not but American Eagle!!!!"
1,Worst on line ordering EVER,"Worst on line ordering EVER. I ordered a Christmas present more than a month ago. Checked this morning and saw that a shipping label had been created but not shipped.  On line chatted with AEO and they immediatly canecelled the order saying it was a ""label error"" and they refunded the cost of the item but NOT the cost of shipping - which they never shipped.... I told the Chatting lady to refund all of the $$ she said that as a ""one time courtasy"" she would have the team work on refunding my extra $7.00 but in the future all ""returns"" would not include shipping costs.  OMG - they never shipped the product and they are trying to steal money from the customers. The CHAT lady then said that the order was already in the process of being cancelled - what a lie..... I screen clipped the entire CHAT - unbelivable. Who knows if I will ever get the costs of the NON shipping. I received an email zip zip of the original refund but nothing so far of the fake shipping charges. I will NEVER do business with AEO again. They shouldn't even use the word ""American""."
1,I would give zero stars if I could,I would give zero stars if I could. I just wasted a ton of money on jeans that are a scam. These jeans do not fit right and fall down constantly throughout the day with me have to constantly pull up my pants. They are not made to make your body look nice and it’s a total false livelihood. The quality is ok but I can never see myself wearing their jeans. The waist falls down and the mid rise is more like “mid low” never again and I’m returning their products. Don’t see the hype over these jeans.
5,I love the jeans from this place they…,"I love the jeans from this place they are so comfy and soft to wear whenever, sometimes I wear them to bed."
1,their jeans are the worse…,"their jeans are the worse quality,bough, they start ripping really quickly in about a year, will never but again, first and last time"
5,I <3 AE,Hands down BEST JEANS EVER! Their customer service is amazing and they are always on trend. Love AE!
5,Exceptional,"Great customer service and great sales!  Customer service is dwindling as companies outsource and foreign representatives are not understanding or being given proper tools to deal with Issues.  American Eagle representatives are efficient, understanding and prompt with resolving customer concerns. Ty"
2,bad quality and very disappointed!,"The cloth was torn and of bad quality, it's feel like a warning draw grass, It stab me all over my body.It's definitely the last time that I will buy from you!"
1,Hello i hava place an order with 4…,"Hello i hava place an order with 4 items for Francei have receive the parcel. One of the item as a HOLE (a sweat) !!!  I asked a refund or replacement ...  they ask me to SEND back the sweatshirt in USA and I have to pay for return the ITEM. (the sweat cost 49USD. I have to pay 45 USD to send back the bad item .....It's a SHAME ..  I will NEVER buy again From: A'shantiSent: 03/25/2022 04:48 PMReference: #220325-000125Hi Philippe, Orders placed online, must be returned to our warehouse in the United States. Items may be returned in the original packaging. Please ensure to include a copy of your invoice(s) indicating the items you are returning, along with a return reason. Packages may be returned through the carrier of your choice. Make sure to keep your return tracking information.  You are responsible for any return shipping fee. Additionally, if shipping was paid when the order was placed, that is also non-refundable. Please address the package to:American Eagle OutfittersAttention: Returns Department14840 Central Pike Ste 100Lebanon, TN 37090Please allow up to 5 weeks from the day the package is mailed for the refund to be processed. Refunds to credit card/PayPal may take 5-7 business days to process. At this time, we do not process exchange orders for customers outside of the U.S. and Canada. If you choose to return your online orders at an AE, AEO Factory or Aerie store in the U.S., please know only the amount charged for merchandise will be refunded. Shipping, tax, and duty costs will not be refunded.  If you have any further questions, please let us know.A'shanti A.American Eagle From: PHILIPPE POTIERSent: 03/25/2022 05:42 AMReference: #220325-000125Hello Please can you help me ??Please send me a return label for the damaged product or refund me pleased ?Lease answer meRegardsPhilippe"
4,Love the jeans,"Love the jeans! They are good for all heights, shapes, and sizes! The only thing is that they are a bit pricy but being 5’0 and small this was the first place I could get a pair of jeans that fit me right!!"
2,I love their jeans but recently I’ve…,I love their jeans but recently I’ve had to size up because their sizing is so off. Ordered an 8 online and it fit like a 2 or a 4! How the heck does that happen. I purchased 5 pairs of size 8 jeans and they are kinda baggy but they fit. 6 I can’t even get on.
4,Love their customer service at Solomond…,"Love their customer service at Solomond Pond Mall, marlborough, MA"
1,Do Not Order Internationally!,"I've often used them to order things from the US to Korea because they claimed international shipping was free. With my current order, they switched their delivery courier to DHL, and at first I was shocked by the speed of the delivery, arriving just a couple days to their warehouse outside of Seoul. Then it all went wrong. The order literally sat in a DHL warehouse for one week while I was foolishly assuming it would be on their way, with them never trying to contact me. When I requested help from American Eagle, their customer service representatives blatantly refused to help unless the order received no change in status for one more week, but because DHL was updating the status of it not moving, they would not help. Finally, after I reached out to DHL multiple times, they claimed there was a customs mix up. After I cleared that up, they sent it on its way to me, only to then tell me there was an import fee over $500 USD. This was also yet another mix up by DHL, and after another bout of confusion they clarified that it was exactly $58 for an import fee and provided an invoice from American Eagle and DHL how they calculated it. The import duty for Korea is 13%. In their calculation, they inflate the price of my roughly $150 order and calculate massively higher tax and duties owed. Meanwhile, while reading the invoice for Freight charge sent by American Eagle, it is very curiously also $58, and DHL is demanding I conduct a bank transfer to some random bank account of theirs in order to receive my product. When I wrote American Eagle that I thought they were trying to defraud me, American Eagle literally only changed the name of their customer services representative three times in a row while sending the same pre-programmed message instructing me that they will do nothing and that I should read their shipping policy page.The issue is still unresolved, American Eagle is no longer replying to my request for assistance in making sure this isn't fraudulent, at least in the part of inflating the order price to exact a higher fee. Leaving me thinking that American Eagle and DHL are knowingly using each other so that American Eagle can claim they have free shipping (as they always had with other couriers!) and yet are really just passing the shipping costs to the consumer via DHL, after the order is paid and shipped. Everything about this seems fraudulent and deceptive, and they are about to lose a loyal customer."
1,Just nope,They really love to split one order to FIVE SHIPMENTS. How stupid!
5,Timely shipping and comfortable clothes!,
5,Best jeans,I just love american eagle jeans. AE is the best!!!
1,I use to love American eagle but I will…,I use to love American eagle but I will never make a purchase from them again I ordered 3 items that took 2 weeks to ship when I received the tracking number they only sent 1 item so I spoke with customer service and the other 2 items are unavailable I asked them could they just cancel the other 2 items but it was a no you have to wait for whenever they become available I still haven't received my other 2 items and it's been a week and half
4,Great service,"Great service , style and price. Return to any store. So easy"
3,can't order from your website plz fix…,can't order from your website plz fix it!
4,Always a good experience with AEO.,
5,Great shirts like the styles of the …,Great shirts like the styles of the clothes !!!
2,Terrible communication ordering on line,Terrible communication ordering on line .... Not satisfied at all
5,love it,great deals and value
