Rating,Review Title,Review Text
1,What did Next do to Gap,"What did Next do to Gap! seriously I always placed large orders for my family, my young son loves their clothes,  I loved their Jeans but  no short leg anymore and a handful to choose from. I always loved an offer which gap always ran sadly no more. This is so so disappointing as I was actually excited that Next were taking it on so I could have collect from store, well I won't be collecting anything anymore. Ruined a great website."
5,I could not recommend GAP enough,I could not recommend GAP enough. I don't have much experience online but customer service in shops is brilliant. Staff cannot help you enough. I have been shopping there for years now and they delivered every time. Good value for money specialy arround sales 😊 Thank you 😊 Shop we always look forward to!
5,Great online service …,"I love the gap clothes for children it's long lasting,washes great and my kids actually want to wear them !!! This is the first time I've done an online order since the shops shut but I was so impressed. Ordered Monday (Bank holiday) and it was delivered Friday morning. You recieve a return label if you need to return. Still the same great quality and quick delivery!!!"
3,Teething troubles or badly run?,"Teething troubles or badly run? This has not been a good experience of the new online Gap.I was sent a tracking number that is not recognised by the system. Tried the online chat: not working at this time. Not working in the middle of the afternoon. Just tried phoning: ""due to an ongoing emergency (we don't actually employ people - maybe?) we are unable to take your call,  goodbye"".Sent an email. Nothing in response.After posting a more critical version of this review I received an email with a new tracking number that did lead to Hermes (if this is the preferred courier of Gap it suggests they're running the business on a shoe string - Hermes are more likely to be cheap than reliable). Hope in future they give a courier option..."
5,Fast delivery and high quality,Made different online orders at Gap.co.uk and I can definitely say that they were the fastest deliveries ever! Ordered Sunday night and received Tuesday morning.The quality of the clothes is very high. Returned some items for wrong size and receveid the refund in few days
5,Brilliant service,"I placed an on-line order with Gap before reading the reviews on Trustpilot.  I must admit I was worried by the bad reports. Fortunately my experience of their service was excellent.  I placed my order on Monday 25th July, I received my order on Wednesday 27th July, I returned the unwanted items on Thursday 28th July, I had an email confirming that GAP had received my returns on Tuesday 2nd Aug and the refund was in my account today 4th Aug.  Brilliant service (or perhaps I was just lucky) anyway really pleased."
5,New GAP in Manchester arndale centre,"The new GAP store in Manchester Arndale centre is fabulous and it's being run really well by the manager Sarah, who is very active and helpful on the shop floor and even introduced herself when I spoke to her upon arrival as I'd already spoken to her on the telephone when she put the items I wanted to one side.  Also Iymaan on the tills was an absolute delight and the perfect personality for that role, making sure everyone was happy. All in all, there seems to be a great team of women there."
1,Wrong Size item sent out twice.,Ordered on line as no stores close by. The wrong size item was sent out twice. Once is forgivable but not twice.  I won't use them again. It's a shame as I ordered based on a previous purchase.
1,"Order still ""pending"" after 5 days","Order still ""pending"" after 5 days, customer service offer nothing but apologise , well apologise doth butter no parsnips ! I expected far better service from a global brand as GAP, Terrible service. Will also give feedback on Trustpilot . If you took as much time on fulfilling orders as you do on sending daily spam advertising then maybe you would get your orders out on time and in the timescale promised ! little wonder why if this is their level of standards and customer care why all their UK stores were closed !"
1,I bought online items and got delivered…,"I bought online items and got delivered to Ireland. But I could not return them. Gap stores in blanchardstown refused to refund. Online options were as follows.1. Royal mail... AnPost didn't accept it.2. Collect+ ... no collect plus in Ireland. And their so called partners ""PARCELMOTEL"" had no such option when I made an account.3. I contacted customer service but they could not help. bunch of stupid people I encountered today. Such a bad experience for buying on GAP sebsite"
2,Jeans aren't as advertised,"I ordered some jeans that were advertised as being stretch jeans. When they arrived, they were not stretchy at all.  I returned them and ordered a different pair... then they arrived and yet again they weren't stretchy, so had to return them too. Customer service said they would change the wording on the website  but they still haven't done so. Have given 2 stars rather than 1 as at least customer service replied in good time.Very few sizes available on website."
1,Absolute garbage,"Absolute garbage. I used to shop at gap all the time, they had trendy styles which were good quality at affordable prices.I think next have taken over to run it in the ground.Terrible styles, terrible customer service all at a higher price.Thry wont be seeing another penny from me."
1,They lost my order.,They lost my order..  didnt email me so I had to track down the items I'd paid for and never recieved. To add insult as an apology they offered me the promo code that they offer all customers on the website. When I pointed this out they apologised that I wasnt satisfied with my experience... really poor customer service. Theres too many brands now with equal products and much better customer service for Gap to treat their loyal customers so poorly.
1,Gap should be called Crap,"Ordered a birthday present online, the day of delivery (less than an hour before delivery) I get an email to say that part of the order isn't included, and with absolutely no chance f being able to get something else in time. Off course Crap had no problem in taking the money off me straight away if only their customer service team could operate as quickly as the collections team.DON'T ORDER FROM GAP!!!!!!#GapAreCrap"
1,delivery dates are all lies,"checked on my order as it seemed to be taking longer than it should. Customer Services told me it would be 10 business days and it had not been despatched as yet. My email confirmation clearly stated 4-7 business days, but they said it was the holidays and the order could not be amended.Happy enough to take your money for an expedited delivery, but won't honour the contract when it comes to standard delivery.Be wary if you are ordering for xmas as the delivery dates advertised are all lies."
1,To continue from yesterday,"To continue from yesterday, so glass came in for window only to be wrong again, it really is so hard for them to get an order correct.Took our installer so long just to get this far, GAP Plastics are a pathetic excuse for a company.Come on GAP make this right, show that if you really make an effort you can deliver right on the goods ordered."
1,Do not,"Do not, do not, do not buy a merino jumper from gap unless you want to buy incredibly expensive loo roll. Gap's jumpers literally could not be thinner or more transparent if they were spun by imprisoned elves out of gossamer. What a rip-off."
1,New website is absolutely terrible…,New website is absolutely terrible since it launched a few days ago.  Literally cannot order anything on there.  It also said that discounts are just as good as before but that's a lie.  There are no extra 50% off sale price prices and there are no additional 10-30% discount  of sale prices either.  The old model worked so well and I could pick up brilliant bargains for around £1-2.  Now the minimum price you'll find is £4.  Being back the old gap!!
1,Shockingly poor service,"Spent over the threshold for free delivery, yet I was nonetheless charged for delivery. Separately, I went to store on my birthday to claim 50% birthday discount. Store assistant said the discount would not go through as the app hadn't sent me a message code(?) despite the fact I'd registered months ago with all my correct details. Contacted Gap via phone, email & letter, but have received no contact whatsoever and it's now 5 months later.Would not expect this from an expensive, well-established brand like GAP.Very disappointed."
1,What a pointless company,What a pointless company. The website is still as useless as it ever was and the stock levels are a joke. Anyway managed to find three things to buy. Got a message saying delivery was attempted. This was a lie I was sat next to the door at the time they allegedly visited.To avoid this happening again I arranged for the supposed re-deliveryTo go to a locker. A week later still no update on delivery process. You can't contact their abysmal courier. A complete waste of time and effort.
5,EXCELLENT SERVICE,"I'm afraid I have to disagree, with some of the other comments.  I placed an order for my granddaughters birthday… arrived on time but unfortunately was a bit tight on her hips. I returned it within  a few days of receipt and received an email from Gap 29/9 to acknowledge receipt of my return. The funds were back in my account 30/9…."
1,Forced to buy online due to stores…,"Forced to buy online due to stores closures, had to return products and being told might have to wait 30 days for a refund - of course they feel that quoting the Coronavirus etc etc makes this acceptable. Why then doesn't it state this on their website! In the current climate you need to be encouraging people to spend money with you gap not treating your customers badly."
1,"Didn't deliver, didn't care","Spent hours selecting £200 of clothes. Got a dispatch notification. Never received any clothes. Next I hear of it, I get a refund notification. Speak to live chat, get told 🤷 courier couldn't deliver. What a load of rubbish - I live in the middle of the city. They seriously think I'm going to order again, no chance. What a waste of my time."
2,How to make things very complicated! Terrible refund policy,"How to make things very complicated! One order with 3 items. Shipped separate by 2 different couriers (1 Hermes & 1 Yodel) original full charge refunded and charged separate for each delivery, refunded again and charged again. Upon return easy enough to take to the post office but now waiting for a refund and told have to wait up to 2 billing cycles - that can be over 2 months from when they get it back. All in all they had my money for about 7 weeks and still awaiting a refund. There should be a time limit imposed on companies like this for a 5 day window to send the money back - not over 60 days! Very poor and won't be ordering online again - Mind the gap!"
1,I agree totally with the previous…,I agree totally with the previous reviewer.    MUCH more expensive.   Less bargains.   Less choice.    What a disappointment and a missed opportunity as I was looking forward to see what it would bring.   All the physical shops closed.   The sister brand Banana Republic also axed.  Will be very surprised if Gap are still trading in a years time in the UK.  It used to be quite an iconic brand.   I loved the quality of the shirts and chinos etc.   Very sad.
1,Gap's poor website and new styling,"When Next took over Gap's website, I knew that would be the last I purchased from Gap despite being a huge buyer of gap clothes for my two boys before. I find their website to be identical to the Next one, which I already hated but I also find their new clothing styling to be as bland as Next's. It's a big no from me unfortunately and I will no longer buy product from Gap"
5,I Can't Fault Them,"I have ordered from Gap a lot over the past couple of years and have never had a problem. I am always impressed by the quality of their clothes. I buy for my children and grandchildren and the clothes are lovely, especially the childrens. The last order I placed recently was for a winter coat for my daughter. The delivery time given was as over a week as I picked the cheapest option. You can imagine how pleased I was when Hermes delivered the next day!"
1,Ignored emails. Stolen product.,"Sent a faulty item back in July/August. Customer Services were very helpful and promised me a gift voucher in return. THREE months later, countless emails sent chasing and no vouchers or response to my emails! They have basically stolen my product! DISGUSTING."
2,Website not functional,"Tried to order an item, couldn't get through to completed order page. Customer chat very polite but couldn't help with order. Now the order has gone through four times and they are attempting to cancel. Website doesn't seem to function properly and now I may have paid out four times."
1,Violently slow refund times,"Purchased a pair of shorts, took all the tags off, only go realise that there was a gaping hole in the pocket area where the stitching had seemingly been missed! Sent pictures in to customer service and was asked to return the item. Took several weeks to receive a reply, where I was told that the item did not meet GAPs 'return policy guidelines' but they would process a refund out of 'courtesy'. However, I am told that I will have to wait 1-2 billing cycles to receive this refund! Absolute shambles. For a big company, you'd expect so much better."
1,Crap Gap,"The company I work for use gap groups daily/weekly without fail. The equipment is NEVER delivered on time, always excuse of driver knock or wagon problems. Equipment is substandard so I would Advise anyone that hires to give tools a real good check or you could be charged for damages."
1,What is it about GAP and sizing....,"Review by my wife....What is it about GAP and sizing..? Buying from their shops is bad enough, with US and European sizing and no UK equivalent. Now having made the mistake of buying some dungarees online because UK sizing is actually given I find that a size 8 is actually about a size 12 and a size 10 would fit my husband (they don't suit him though)! Correct and consistent sizing should be a 'no brainer', their crazy system must be costing them a fortune in return postage and extra work.I now have to hope I can get a refund, looking at other comments here it seems there might be more hassle to come!AVOID...."
5,"GAP at the Trafford Centre, place to shop for excellent customer care.","GAP at the Trafford Centre was great! The lady on the shop floor - Alison, went above and beyond helping my daughter choose the right jeans. Even when the sale was nearly completed, she went out of her way to tell us about the app and the amazing saving - thank you so much, you not only did your job - you excelled and did it all with a smile!"
1,"My first order, I shale not bother again.","My first order and I received from the neighbour… The address printed on the parcel delivered by Yodel was so small and unclear, they had delivered to the wrong address. I ordered a boys dressing gown which was really poor quality. Shocking considering the price on top of delivery! I usually order from M&S but they were out of stock,The Next store should have been my next choice of place to shop."
5,Very happy.,"I purchased 7 pairs of jeans, 3 sweatshirts and a jacket, and they all were top notch. The delivery took 4 days, in which the dispatch process took 3 (the delivery way 24 hours). I disliked only one pair of jeans and decided to send them back. They included prepaid postage (Royal Mail 48 and Yodel) stickers in the parcel, which surprised me. I just packed the jeans, put on the sticker and sent it back. I did not need to message them or call. The instructions of return were clear. Put the item, put the sticker on the parcel and send it back. I received a refund after just 7 days. Very, very pleased with them. I don't understand how people could have such negative experience."
1,No customer service available,"Placed an order though their website. Order got lost in the Evri system (as usual). 5 e-mails later and 5 cals to the useless CS number which cutts off whichever option you choose there was no way to get in touch with them. Finally posted an ugly comment on their FB page which finally made them get back to me, only to be given a US number on which to re-order my lost items. Complete BS of a company and customer service. Never again will I use their service!"
1,Gap's mens sizes are guess work!,"Dear all....enjoy trying to navigate Gap size guides which seem only to exist for women's clothing! Irrespective of how you try to access a size guide for men's clothing, it does not work! Shame and dk how you expect to sell clothes online if you cannot assess the correct size! Thought Gap was an iconic brand of quality...must not be that keen to sell."
1,It gets worse and worse,"If this is what life is going to be with online buying then god help us.It really look like these retailers ran out of revenue during the pandemic and now are trying to, distortantly and dishonestly, get it back. You place your order, pay for it and then never receive it. When you query it your given the most stupid excuse that these retailers are now monotonously using with every single customer. You then get offered a refund which you may have to wait for months to get back if you luck. If this is not a way of illegally generating money, I don't know what to call it."
1,Incompetent,"As others have said gap is crap. Cancelled two orders for no reason, and have yet to refund me.. This happened in October yet 8 weeks later i still do not have my money, constant emails and promises of 7 working days, followed by phone calls to ignorant Yank customer services I am going to have to go through the fraud route with the credit card company because they keep saying its sorted and it isn't! Like dealing with a bunch of customer service reps with severe disabilities. Leave Gap in the 90s because not only will they not deliver they will also keep your money."
1,2 MONTHS FOR A REFUND!,"They received 2 returns from me on the 10/05, only got a confirmation of receipt today for 1?The email confirmation also states the following:If you paid with a credit card, your credit should appear on your statement in one to two billing cycles.Really awful and unacceptable."
1,Extremely disappointing,Extremely disappointing. It's 6 weeks and I am still waiting to receive delivery ! for items I bought on Gap.eu website. Costumer service is useless. Despite ongoing global situation other online e-stores still manage to provide a good and timely delivery service. In the future I will consider other options on the market for my e-shoppping . I do not recommend Gap.
5,I never ever have problem with Gap,"I never ever have problem with Gap. Smooth delivery, no faults or incorrect items. Easily can get help from customer service if needed. Always quick refund if I have to return. Even during the lockdown they were efficient and professional. Highly recommended."
1,Do not buy on line from this company,"I recently bought a hoody for my grandsons birthday which is 14 May.  I ordered it on 26th April and it took a few days to arrive.  It was given to him yesterday and found to be far too big. I phoned to arrange a return and exchange.  I was told it was outside the Gap 14 days return policy so no refund or exchange  could be made, however, they were happy to place an order for a smaller size.  I pointed out that it took a few days to arrive but that cut no ice.  I will never shop at Gap again and advise everyone else to consider buying from an honest and fair supplier for their requirements"
5,I nearly didn't ordered from Gap,"I nearly didn't ordered from Gap after reading the reviews on here but there were a few things I wanted to buy, so took the plunge. I ordered 10 items in all with standard delivery, 6 arrived the next day and the remaining 4 on the following day. The only glitch was a pair of jeans were delivered instead of a jumper. I needed a longer length in most items, so 8 items were returned. I have received the refund for both parts of the order in less than 2 weeks after I returned them with Royal Mail. Excellent service and the next order (longer lengths) arrived the next day as well."
2,Waited almost 9 weeks for a refund.,"Sent for a pair of jeans online which didn't fit, so returned them via Royal Mail the next day. Tracking confirms that Gap received my return on 20th March. Having not received my refund 6 weeks later, I called customer services who confirmed receipt but said that refunds often take at least 6 weeks! I had still not received the refund a further 2 weeks later, so called again. This time I was told I would receive an immediate refund but when I asked why it had taken so long, the Customer Service Assistant declined to answer.  I eventually received my refund a week later.  How can they justify keeping my money for so long? Don't buy online from Gap unless you can navigate their strange sizing or can afford for them to keep your money for months and only return it if you chase them up!"
1,Terrible service,"Terrible service, parcel never arrived.Courier said he tried to drop it off, but I was on all day. I never received a calling card. I arranged another day off of work, stayed in that day and apparently it never even left the depot on that day. Gap neither apologised, just offered a refund after I got yodel to send it back. I wouldn't buy from gap again, just not worth the hassle."
5,excellent,I was a bit worried about the poor reviews… but I triedmy first order… two items just wanted to see what to expect… got free delivery (you get it when you sped over £25) and it came within 3 days… the quality of the clothes for the money was excellent so I ordered moresecond order placed 20/4 8pm much more items… free delivery again and it was delivered 23/4 in the morning… no problems at allPS. the t-shirts are fantastic!!!
1,Sad news for Gap joining the Next platform,"Sad news for Gap. It went the same way as Reiss did when it joined the bottom by becoming part of the Next platform. The new Gap website is absolutely hopeless compared to what it was before Next got involved. It looks like a bucket shop website, most of the items are no longer there - not even if you search for the well-known names such as Gap Body. Shame but at least it means one less place to shop so hopefully save more money. Bye bye Gap, sorry Next."
5,Great job Gap online team,"Great job Gap online teamI am a simple customer whose view won't be heard but its worth to thank the online Gap team for the excellent quality of the products, excellent service, excellent delivery. I had my order delivered today and i feel more than happy."
1,Terrible experience,They use Yodel as they delivery service so parcel never delivered. No help from GAP customer service. They did not even feel like doing anything about the issue so basically I lost time dealing with customer services and money for the item I never received. Feel cheated.
1,Rude staff…,I went to collect my parcel from Stratford  Westfield store. The lady at reception was rude. I gave her my order number but she said she need barcode. I did not receive any barcode so I had to cancel the order. Very disappointed. Never shop from gap
1,What's going on GAP?!,"We have bought many items from GAP - both instore and online.  Recently I placed an order for some jeans for my daughter - and that's the last we've heard from GAP.  There has been no communication about the order, shipment etc. and when I checked online my order has been cancelled.  I've since been trying to reach GAP by email and phone - you've guessed it, no luck at all.  For every option on the phoneline, I just get cut off.  What's going on GAP?!  So disappointing that your stores have closed, but equally that your customer service is no non-existent..."
5,First class,Use Gap on line regularlyExcellent quality and some real bargains on sale siteFast efficient delivery and very easy returnsCan't praise highly enough
5,I've been GAP client for the last 25…,"I've been GAP client for the last 25 years. I just love their stuff though I do find that full price it's expensive, maybe a bit too expensive. I've been shopping there for baby and kid clothes for all my nephews and nieces, any excuse to go to kids department really:) I read that they are closing down in Europe soon and that's a shame. I'll miss my stuff."
5,Excellent service,"Purchased online due to shops being closed for Virus. I opted for the free delivery and it arrived less than 24 hours later. I had expected it to take a few days, so was very pleased. My order was exactly as described and it fit perfectly. I like GAP because the sizes are true."
1,Gaps website is terrible why are the no…,Gaps website is terrible why are the no sizes available in chinos. I don't buy anything from there anymore the quality is terrible. Gant for mid to high price are better quality or sometimes I just go to h&m
1,Joke for online company,"delivery takes 10 working days in age of next day amazon prime. No email on shipment or delivery. Returns post delivery to their warehouse takes 15 days for refund. Joke, seriously avoid."
1,Gap UK is just depressing now,"I used to love the Gap - always a sure bet if I needed jeans, a jacket, belt, knickers, bra, pjs, jumper, workout gear, etc. Prices were good and the deals that showed up in my email made it better. I enjoyed 'window shopping' the website and usually bought whenever they had a sale. As things wound down with the move to Next, no sizes were ever available, and the items that I loved disappeared - colourful knickers, soft bras, belts, bags, fun shoes, socks, never to be seen again. The new website is, quite frankly, depressing. Completely joyless and super cheap-looking with a thumbnail that can be enlarged to a postage stamp with one strangely-posed view of the item. Still hardly any sizes available and everything looks so cheap, like total sweatshop. Delivery and returns are way too much trouble now with closure of all the shops. Other than one pair of joggers that run very short (that I kept due to impossibility of returns), I've not bought anything in ages and am unsubscribing from their emails.  I don't even want to hear from them. Too depressing."
1,Gap sent a product I haven't ordered…,Gap sent a product I haven't ordered instead of the product I ordered and paid for. I tried calling but the customer service line isn't working. Every option you press just disconnects the call! I tried emailing and 5 days later still no response! When I chased it they told me send the wrong product through their returns and order the product again! Absolute joke! Never ordering from Gap again!!!!
1,100-Day Refunds: Beware,"Ordered 2 identical pairs of jeans. Swift delivery but the warehouse sent 2 completely different pairs of jeans. Phoned up to ask for a replacement for the mistake GAP made. Was told I needed to pay to have another pair sent out and I would then send the other pair back and wait a refund which can take anything up to 100 days. Refund arrived THREE WEEKS after sending back jeans due to the warehouse packing the incorrect items. In 2018, this is frankly appalling and seems to purely so GAP can hold on to your money longer and make interest on it."
1,"Very slow delivery service, I expected much better from GAP. Order cancelled without my consent.","Very slow delivery service, the order was placed 3 days ago and I'm still awaiting despatch of the items. Delivery is estimated between 3 and 5 working days. Considering today is the 3rd working day and it still hasn't been despatched, I'll be very surprised if it arrived within the 5 working days advertised. I expected a great deal better from such a well known brand as GAP. Very very disappointed customerUpdate - I've had no follow up from the review and having checked the order status today, it has been cancelled without my consent. Having questioned this previously with GAP (as I was clearly able to see the items were out of stock), I was assured that I would receive my order by the 5 working days) - how do I make a formal complaint against GAP!!??"
5,Excellent Customer Service!,"I'm so impressed with GAP UK. During the busy Christmas / Lockdown period, I made an error and returned some items from a different company to the Gap Returns address. I contacted customer services and they assured me they would put a note on my order and when the returns team got to my parcel they would return it. I really didn't think I'd get the items back. It was such a busy period and I just accepted to lose out on about £100. Then a couple of weeks later I received all the lost items, all newly packaged and delivered back to me.I was so happy and grateful for them to return the items. Such great customer service! I would highly recommend this company."
1,Refusing to refund as legally required,"I returned my order on 16/05 and they received it back in their warehouse on 18/05. After a week of waiting patiently and no contact/refund, I contacted them to ask where my refund is. They told me I have to wait until 7 June (3 weeks!) before chasing my refund, which is not only unreasonable but unlawful. I pointed out that retailers legally have 14 days from the date it was received back to process a refund to the customer. The customer service agent refused to discuss the matter further and terminated our chat.I certainly won't be buying again - Not only was the attitude of the service agent disgusting, but the clothes are appalling quality too.EDIT: I've now filed a chargeback - Enjoy!"
1,Rubbish customer service,"I bought a number of items online on Sunday, and only noticed several hours later that although the billing address was correct, the system had picked up an old address for delivery. I therefore emailed customer services at 7.21am - before processing had even started, and also kept phoning until I was able to speak to someone. But despite having been told that Hermes would be given the correct address, the parcel has been delivered to the wrong address, and was supposedly signed for by the household. I appreciate that I probably should have spotted the error before pressing the order button, but it's ridiculous that the error couldn't be put right. Not the first time I have had problems with Gap / Hermes. Won't be buying from Gap again."
5,Very happy to shop with Gap,"Very happy to shop with Gap! Excellent quality,  fast delivery and easy returns! I always buy clothes for my son, he is allergic to many materials, but Gap quality is very good for his skin! Thank you!"
1,Refunds take too long,"Refunds for returns are simply too long for it to be worth buying online to try on at home. I got a refund on the 23rd of December for a return that was received by Gap on the 9th of December. Still waiting for a refund for a return that they received on the 15th. I have no issues with the quality of the clothes, but I won't be buying from Gap again unless I can go to a store."
1,Was sent wrong item & Gap won't resend correct item,Loved shopping in gap when they had a store in Livingston. Since they have closed all Scottish shops was trying to avoid using them as I hate online shopping & the issues it bring with returns etc.  I did however give in & put in an online order which was sent to me with the wrong item. I contacted customer service to tell them of their mistake & ask for the correct item to be sent ASAP & I will return the item i didnt order however they are unwilling to do this. I need to re buy the product (at a higher price) send the incorrect item back & they will then send me my money back which to me is ridiculous considering the error was made by them in the first place.
1,Still no items.,"Ordered over a week ago, they use Yodel as a delivery service and cannot cancel an order that Yodel have clearly lost. So I now have no items and around £80 down... fun times. Will NEVER use GAP again unless they use a better delivery service."
1,No tags and condoms in the pocket!,"I ordered jacket from Gap online,received it promptly by Hermes courier,but once I open the package to try it on I found the item without tags,obviously somebody returned the item which I assume was worn as there was condoms in the pocket!This was the first and last time I'll order from them."
1,I only gave it 1 star so I could write…,I only gave it 1 star so I could write a review about Gaps poor customer service as it is appalling if it goes into receivership I wouldn't be surprised. I went to the Westfield Store White City to see if it had an item in stock but they did not do I asked about click and collect and was told it would take 5 weeks. So I contact Customer Service who are no help at all and tell me they don't know how long it takes and that should phone other Gap stores myself to see if they have issues receiving orders really
1,Refund?,"On December 28th 2021, I returned a Christmas gift that was the wrong size, in its original packaging,and with all the relevant paperwork. I used the returns process as listed on the website. Since then, nothing. No confirmation of receipt, and certainly no refund. As it happens, I returned another parcel for the same reason to a different store at the same time, and have already had my refund. If other stores can do this efficiently at such a busy time, why is it so difficult for Gap?I emailed yesterday for further information, but still no reply. Come on Gap. Look after your customers.14:16Email received from Gap. I have to allow 15 to 20 days for a refund to be processed. Thanks for the info... Now please keep in touch."
1,Buy In-Store instead of Ordering Online,"I love GAP and their clothes but dear me, their deliveries and shipments are borderline atrocious. They still continue to use trashy parcel couriers like the thieving Hermes and Yodel. Lost my package after it arrived in Hermes' depot. How could you lose a package??? Customer Service was helpful and refunded the purchase. Goodness me GAP, please change couriers to Royal Mail or DPD or someone else other than Hermes and Yodel. How could you still operate with them if they continue to provide shoddy services to customers, even ones who use it for personal use.This experience really put me off from ordering from your company online ever."
